session_id,user_id,session_date,session_type,session_length_minutes,num_messages,main_topic,sentiment_score
s_u_002631_01,u_002631,2026-04-13,voice,17.44,30,loneliness,-0.865
s_u_002631_02,u_002631,2026-04-15,voice,20.19,42,motivation,-0.685
s_u_002631_03,u_002631,2026-04-16,voice,16.37,32,general_checkin,-1.0
s_u_002632_01,u_002632,2026-04-29,voice,0.2,2,loneliness,-0.495
s_u_002632_02,u_002632,2026-05-01,voice,0.2,2,motivation,-0.562
s_u_002632_03,u_002632,2026-05-02,voice,4.78,12,loneliness,-0.396
s_u_002632_04,u_002632,2026-05-02,voice,0.2,2,loneliness,-0.158
s_u_002633_01,u_002633,2026-04-15,voice,1.44,3,school_stress,-0.022
s_u_002633_02,u_002633,2026-04-14,voice,0.2,2,school_stress,-0.166
s_u_002633_03,u_002633,2026-04-17,voice,3.91,8,school_stress,-0.031
s_u_002634_01,u_002634,2026-04-08,voice,0.65,4,career,-0.565
s_u_002634_02,u_002634,2026-04-11,text,7.71,27,career,-0.171
s_u_002634_03,u_002634,2026-04-15,text,0.2,3,general_checkin,-0.398
s_u_002634_04,u_002634,2026-04-14,text,2.15,11,motivation,-0.594
s_u_002634_05,u_002634,2026-04-11,text,3.51,20,general_checkin,-0.405
s_u_002635_01,u_002635,2026-04-12,voice,13.89,13,family,0.31
s_u_002635_02,u_002635,2026-04-17,text,16.95,49,family,0.512
s_u_002635_03,u_002635,2026-04-11,voice,11.77,21,family,0.492
s_u_002636_01,u_002636,2026-04-14,voice,15.75,30,school_stress,-0.223
s_u_002636_02,u_002636,2026-04-10,voice,14.93,33,school_stress,-0.247
s_u_002636_03,u_002636,2026-04-14,voice,12.7,30,school_stress,-0.864
s_u_002636_04,u_002636,2026-04-16,text,18.21,58,school_stress,-0.331
s_u_002636_05,u_002636,2026-04-12,voice,12.96,22,general_checkin,-0.163
s_u_002636_06,u_002636,2026-04-14,voice,11.29,24,school_stress,-0.224
s_u_002636_07,u_002636,2026-04-11,text,16.21,58,general_checkin,-0.021
s_u_002637_01,u_002637,2026-04-06,voice,2.11,9,sleep,-0.061
s_u_002637_02,u_002637,2026-04-09,voice,4.79,14,sleep,0.018
s_u_002637_03,u_002637,2026-04-07,text,3.32,15,motivation,0.575
s_u_002638_01,u_002638,2026-04-16,voice,7.17,14,sleep,-0.753
s_u_002638_02,u_002638,2026-04-18,text,7.63,27,sleep,-0.941
s_u_002638_03,u_002638,2026-04-19,voice,6.89,13,sleep,-0.625
s_u_002638_04,u_002638,2026-04-12,voice,6.68,9,motivation,-0.91
s_u_002639_01,u_002639,2026-04-14,voice,0.2,2,school_stress,0.272
s_u_002639_02,u_002639,2026-04-13,voice,0.2,3,general_checkin,0.127
s_u_002639_03,u_002639,2026-04-17,voice,3.25,8,general_checkin,-0.008
s_u_002639_04,u_002639,2026-04-10,text,0.2,3,school_stress,0.119
s_u_002640_01,u_002640,2026-04-26,voice,1.07,6,relationships,-0.457
s_u_002640_02,u_002640,2026-04-28,text,1.78,10,relationships,-0.453
s_u_002640_03,u_002640,2026-04-23,voice,1.68,6,relationships,-0.093
s_u_002641_01,u_002641,2026-04-27,voice,11.82,29,career,-0.6
s_u_002641_02,u_002641,2026-04-25,voice,8.77,25,general_checkin,-0.039
s_u_002641_03,u_002641,2026-05-02,voice,6.04,17,motivation,0.168
s_u_002642_01,u_002642,2026-04-26,text,1.6,10,career,-0.171
s_u_002642_02,u_002642,2026-04-27,voice,0.2,2,general_checkin,-0.356
s_u_002643_01,u_002643,2026-04-11,voice,15.23,34,school_stress,-0.069
s_u_002643_02,u_002643,2026-04-07,text,7.77,29,motivation,-0.217
s_u_002644_01,u_002644,2026-04-16,voice,6.7,12,relationships,-0.456
s_u_002644_02,u_002644,2026-04-17,voice,3.25,10,general_checkin,-0.249
s_u_002645_01,u_002645,2026-04-06,voice,4.26,10,general_checkin,0.211
s_u_002645_02,u_002645,2026-04-04,text,3.06,12,motivation,0.038
s_u_002645_03,u_002645,2026-04-04,voice,0.2,4,general_checkin,-0.097
s_u_002645_04,u_002645,2026-04-06,text,2.22,9,general_checkin,-0.195
s_u_002645_05,u_002645,2026-04-09,voice,3.01,6,general_checkin,0.122
s_u_002646_01,u_002646,2026-04-27,text,0.2,3,loneliness,-0.516
s_u_002646_02,u_002646,2026-04-21,voice,3.02,10,loneliness,-0.594
s_u_002646_03,u_002646,2026-04-21,text,0.2,2,loneliness,-0.592
s_u_002646_04,u_002646,2026-04-21,voice,2.23,5,loneliness,-0.424
s_u_002646_05,u_002646,2026-04-22,voice,2.29,4,loneliness,-0.495
s_u_002647_01,u_002647,2026-04-12,voice,5.88,11,general_checkin,0.529
s_u_002647_02,u_002647,2026-04-14,voice,5.56,10,general_checkin,0.043
s_u_002647_03,u_002647,2026-04-13,voice,7.06,17,general_checkin,0.06
s_u_002647_04,u_002647,2026-04-11,text,8.33,30,general_checkin,0.493
s_u_002647_05,u_002647,2026-04-13,text,5.68,25,general_checkin,0.068
s_u_002647_06,u_002647,2026-04-14,voice,7.09,17,general_checkin,-0.001
s_u_002647_07,u_002647,2026-04-11,voice,5.26,14,general_checkin,0.138
s_u_002647_08,u_002647,2026-04-15,text,6.8,21,general_checkin,-0.009
s_u_002648_01,u_002648,2026-04-05,voice,0.77,4,sleep,-0.967
s_u_002648_02,u_002648,2026-04-07,text,0.2,3,general_checkin,-0.512
s_u_002648_03,u_002648,2026-04-03,voice,0.2,2,sleep,-0.744
s_u_002648_04,u_002648,2026-04-07,voice,2.52,8,sleep,-0.897
s_u_002648_05,u_002648,2026-04-05,text,0.2,5,sleep,-0.98
s_u_002648_06,u_002648,2026-04-10,voice,3.02,9,general_checkin,-0.904
s_u_002648_07,u_002648,2026-04-03,voice,2.57,6,general_checkin,-0.613
s_u_002648_08,u_002648,2026-04-10,voice,0.2,3,sleep,-0.637
s_u_002649_01,u_002649,2026-04-22,voice,1.9,3,general_checkin,-0.317
s_u_002649_02,u_002649,2026-04-20,voice,3.83,9,general_checkin,-0.604
s_u_002650_01,u_002650,2026-04-19,voice,0.2,2,school_stress,-0.241
s_u_002650_02,u_002650,2026-04-21,text,0.2,2,school_stress,-0.279
s_u_002650_03,u_002650,2026-04-21,text,2.17,4,school_stress,0.101
s_u_002651_01,u_002651,2026-04-15,voice,0.2,2,sleep,-0.51
s_u_002651_02,u_002651,2026-04-09,text,0.2,2,sleep,-0.238
s_u_002651_03,u_002651,2026-04-11,voice,0.2,2,sleep,-0.722
s_u_002652_01,u_002652,2026-04-05,voice,3.21,10,school_stress,-0.531
s_u_002652_02,u_002652,2026-04-04,text,2.05,5,school_stress,-0.576
s_u_002653_01,u_002653,2026-04-21,text,1.58,4,sleep,0.138
s_u_002653_02,u_002653,2026-04-22,text,0.29,3,sleep,0.219
s_u_002653_03,u_002653,2026-04-24,voice,0.48,2,sleep,0.367
s_u_002653_04,u_002653,2026-04-28,voice,2.35,5,general_checkin,0.352
s_u_002653_05,u_002653,2026-04-24,text,1.78,10,sleep,0.189
s_u_002654_01,u_002654,2026-04-08,voice,5.23,11,school_stress,0.605
s_u_002654_02,u_002654,2026-04-11,text,2.66,7,motivation,0.017
s_u_002655_01,u_002655,2026-05-06,voice,0.2,3,school_stress,-0.69
s_u_002655_02,u_002655,2026-05-02,text,5.15,16,motivation,-0.371
s_u_002656_01,u_002656,2026-04-24,text,0.2,2,family,0.106
s_u_002656_02,u_002656,2026-04-23,text,0.65,3,family,0.074
s_u_002657_01,u_002657,2026-04-29,text,0.54,3,career,-0.039
s_u_002658_01,u_002658,2026-04-07,voice,1.75,4,general_checkin,-0.341
s_u_002658_02,u_002658,2026-04-04,voice,0.2,2,motivation,-0.368
s_u_002658_03,u_002658,2026-04-06,voice,6.16,10,general_checkin,-0.666
s_u_002658_04,u_002658,2026-04-07,text,0.2,4,general_checkin,-0.374
s_u_002658_05,u_002658,2026-04-02,voice,0.2,2,general_checkin,-0.259
s_u_002659_01,u_002659,2026-04-19,text,1.79,9,career,-0.982
s_u_002659_02,u_002659,2026-04-19,text,0.2,3,career,-0.885
s_u_002659_03,u_002659,2026-04-23,voice,3.83,13,motivation,-1.0
s_u_002660_01,u_002660,2026-04-23,voice,0.2,2,loneliness,-0.879
s_u_002660_02,u_002660,2026-04-29,text,1.07,4,general_checkin,-0.759
s_u_002661_01,u_002661,2026-05-01,voice,0.2,2,motivation,0.369
s_u_002661_02,u_002661,2026-04-29,text,0.2,2,general_checkin,0.46
s_u_002661_03,u_002661,2026-04-30,voice,2.76,6,motivation,0.599
s_u_002662_01,u_002662,2026-04-19,voice,4.31,8,career,-0.657
s_u_002662_02,u_002662,2026-04-16,text,2.81,11,career,-0.692
s_u_002662_03,u_002662,2026-04-19,text,1.49,13,career,-0.882
s_u_002662_04,u_002662,2026-04-19,voice,6.92,22,career,-0.846
s_u_002662_05,u_002662,2026-04-23,voice,4.73,16,career,-0.518
s_u_002663_01,u_002663,2026-04-25,voice,11.0,24,motivation,0.318
s_u_002663_02,u_002663,2026-04-26,text,5.15,24,motivation,0.498
s_u_002664_01,u_002664,2026-04-21,voice,4.43,6,school_stress,-0.433
s_u_002664_02,u_002664,2026-04-24,voice,1.93,3,school_stress,-0.121
s_u_002665_01,u_002665,2026-05-05,voice,0.2,5,relationships,-0.066
s_u_002665_02,u_002665,2026-05-06,text,3.8,17,relationships,0.099
s_u_002666_01,u_002666,2026-04-20,voice,1.25,2,general_checkin,-0.197
s_u_002667_01,u_002667,2026-04-21,voice,3.8,13,career,-0.275
s_u_002667_02,u_002667,2026-04-17,voice,0.76,3,career,-0.484
s_u_002667_03,u_002667,2026-04-21,text,4.61,15,career,-0.429
s_u_002667_04,u_002667,2026-04-17,text,6.43,24,career,-0.347
s_u_002668_01,u_002668,2026-04-05,voice,0.29,2,general_checkin,0.621
s_u_002668_02,u_002668,2026-04-05,voice,1.34,4,general_checkin,0.651
s_u_002668_03,u_002668,2026-04-11,voice,0.2,2,general_checkin,0.815
s_u_002668_04,u_002668,2026-04-04,text,2.91,10,motivation,0.507
s_u_002668_05,u_002668,2026-04-08,voice,3.51,7,general_checkin,0.713
s_u_002669_01,u_002669,2026-04-24,voice,0.73,3,family,-0.861
s_u_002669_02,u_002669,2026-04-21,voice,1.34,7,motivation,-0.498
s_u_002670_01,u_002670,2026-04-25,voice,4.25,9,school_stress,0.108
s_u_002670_02,u_002670,2026-04-24,text,2.41,13,school_stress,0.41
s_u_002670_03,u_002670,2026-04-20,text,3.18,12,school_stress,0.274
s_u_002670_04,u_002670,2026-04-20,voice,3.8,7,general_checkin,0.198
s_u_002671_01,u_002671,2026-04-29,voice,4.45,8,school_stress,0.156
s_u_002671_02,u_002671,2026-05-02,voice,0.58,3,motivation,-0.38
s_u_002671_03,u_002671,2026-04-28,voice,5.04,11,school_stress,0.007
s_u_002671_04,u_002671,2026-04-30,text,0.31,2,school_stress,0.017
s_u_002671_05,u_002671,2026-04-29,text,6.39,27,general_checkin,-0.429
s_u_002671_06,u_002671,2026-05-03,voice,0.2,3,school_stress,-0.056
s_u_002671_07,u_002671,2026-05-03,voice,3.04,7,school_stress,-0.039
s_u_002672_01,u_002672,2026-04-19,voice,6.38,11,career,-0.075
s_u_002672_02,u_002672,2026-04-18,voice,4.58,11,career,0.418
s_u_002672_03,u_002672,2026-04-19,voice,6.62,15,motivation,0.031
s_u_002672_04,u_002672,2026-04-21,voice,4.06,8,general_checkin,-0.196
s_u_002672_05,u_002672,2026-04-19,voice,7.91,13,motivation,-0.249
s_u_002672_06,u_002672,2026-04-21,voice,3.34,8,general_checkin,-0.213
s_u_002672_07,u_002672,2026-04-25,voice,2.92,9,career,0.097
s_u_002673_01,u_002673,2026-04-28,voice,1.84,5,school_stress,-0.329
s_u_002673_02,u_002673,2026-05-02,text,3.81,21,school_stress,-0.161
s_u_002674_01,u_002674,2026-04-12,voice,5.05,10,general_checkin,-0.588
s_u_002674_02,u_002674,2026-04-16,text,0.8,4,general_checkin,-0.526
s_u_002674_03,u_002674,2026-04-11,voice,1.12,4,general_checkin,-0.412
s_u_002674_04,u_002674,2026-04-16,voice,1.93,7,general_checkin,-0.552
s_u_002674_05,u_002674,2026-04-10,text,1.91,12,general_checkin,-0.362
s_u_002675_01,u_002675,2026-04-06,voice,3.41,4,motivation,-0.266
s_u_002675_02,u_002675,2026-04-08,voice,0.2,2,motivation,-0.315
s_u_002675_03,u_002675,2026-04-05,voice,0.2,3,general_checkin,-0.167
s_u_002676_01,u_002676,2026-04-11,voice,3.81,5,general_checkin,0.554
s_u_002676_02,u_002676,2026-04-11,text,2.1,7,general_checkin,0.255
s_u_002676_03,u_002676,2026-04-12,text,2.31,11,general_checkin,0.267
s_u_002676_04,u_002676,2026-04-13,voice,0.82,3,general_checkin,0.258
s_u_002677_01,u_002677,2026-04-04,voice,6.98,6,loneliness,-0.227
s_u_002677_02,u_002677,2026-04-09,voice,4.27,9,loneliness,-0.088
s_u_002678_01,u_002678,2026-04-22,voice,0.2,2,motivation,0.157
s_u_002679_01,u_002679,2026-05-04,voice,0.41,4,relationships,0.39
s_u_002680_01,u_002680,2026-04-07,voice,12.75,29,relationships,-0.644
s_u_002680_02,u_002680,2026-04-10,voice,10.7,18,relationships,-0.728
s_u_002680_03,u_002680,2026-04-11,voice,10.75,16,general_checkin,-1.0
s_u_002681_01,u_002681,2026-04-25,voice,0.2,2,school_stress,-0.735
s_u_002681_02,u_002681,2026-04-25,voice,0.2,2,school_stress,-0.564
s_u_002682_01,u_002682,2026-04-27,voice,2.81,5,relationships,-0.431
s_u_002683_01,u_002683,2026-04-16,voice,4.2,9,school_stress,-0.975
s_u_002683_02,u_002683,2026-04-10,voice,2.75,9,motivation,-0.568
s_u_002683_03,u_002683,2026-04-14,text,2.17,12,motivation,-0.788
s_u_002683_04,u_002683,2026-04-09,text,5.21,23,school_stress,-0.884
s_u_002683_05,u_002683,2026-04-15,voice,1.68,4,motivation,-0.695
s_u_002683_06,u_002683,2026-04-15,text,5.49,17,motivation,-0.69
s_u_002683_07,u_002683,2026-04-12,voice,6.1,15,general_checkin,-0.984
s_u_002684_01,u_002684,2026-04-06,voice,7.42,18,career,-0.014
s_u_002684_02,u_002684,2026-04-07,text,0.43,3,general_checkin,-0.391
s_u_002684_03,u_002684,2026-04-08,text,2.52,14,career,-0.42
s_u_002685_01,u_002685,2026-04-08,voice,0.2,4,relationships,-0.324
s_u_002685_02,u_002685,2026-04-05,text,0.2,4,relationships,-0.551
s_u_002685_03,u_002685,2026-04-06,text,1.27,9,relationships,-0.723
s_u_002685_04,u_002685,2026-04-08,text,2.87,13,relationships,-0.465
s_u_002686_01,u_002686,2026-04-19,voice,9.65,20,relationships,-0.262
s_u_002686_02,u_002686,2026-04-21,text,0.58,3,relationships,-0.027
s_u_002686_03,u_002686,2026-04-23,voice,0.2,2,relationships,-0.503
s_u_002686_04,u_002686,2026-04-19,voice,6.27,11,relationships,-0.083
s_u_002687_01,u_002687,2026-04-29,text,2.49,9,loneliness,-0.748
s_u_002687_02,u_002687,2026-05-02,voice,0.84,4,loneliness,-0.75
s_u_002687_03,u_002687,2026-05-03,text,1.21,6,loneliness,-0.988
s_u_002688_01,u_002688,2026-04-13,voice,0.65,2,general_checkin,0.043
s_u_002688_02,u_002688,2026-04-20,text,0.2,2,general_checkin,-0.037
s_u_002688_03,u_002688,2026-04-14,voice,1.44,6,motivation,-0.271
s_u_002688_04,u_002688,2026-04-20,voice,0.2,3,general_checkin,-0.151
s_u_002688_05,u_002688,2026-04-18,voice,0.58,3,general_checkin,-0.087
s_u_002688_06,u_002688,2026-04-16,voice,0.25,2,motivation,-0.044
s_u_002688_07,u_002688,2026-04-17,text,0.2,2,motivation,-0.116
s_u_002688_08,u_002688,2026-04-14,text,0.35,4,motivation,-0.085
s_u_002689_01,u_002689,2026-04-28,voice,14.73,33,relationships,-0.072
s_u_002689_02,u_002689,2026-04-26,voice,15.69,20,general_checkin,-0.045
s_u_002690_01,u_002690,2026-04-05,voice,0.43,3,motivation,0.256
s_u_002690_02,u_002690,2026-04-09,voice,1.22,2,general_checkin,-0.21
s_u_002690_03,u_002690,2026-04-04,text,4.64,22,motivation,0.336
s_u_002691_01,u_002691,2026-04-16,voice,2.59,5,career,-0.419
s_u_002691_02,u_002691,2026-04-15,text,3.46,11,general_checkin,-0.238
s_u_002691_03,u_002691,2026-04-12,voice,3.68,8,career,-0.322
s_u_002692_01,u_002692,2026-05-07,text,4.2,22,school_stress,-0.72
s_u_002693_01,u_002693,2026-04-29,voice,7.04,12,general_checkin,0.094
s_u_002693_02,u_002693,2026-04-26,text,1.42,10,general_checkin,0.395
s_u_002693_03,u_002693,2026-04-27,voice,8.33,13,general_checkin,0.331
s_u_002693_04,u_002693,2026-04-24,text,4.51,21,general_checkin,0.307
s_u_002694_01,u_002694,2026-04-23,text,5.97,22,general_checkin,0.056
s_u_002695_01,u_002695,2026-04-07,voice,0.2,2,school_stress,-0.248
s_u_002695_02,u_002695,2026-04-05,voice,3.93,8,motivation,-0.105
s_u_002696_01,u_002696,2026-05-03,voice,1.67,4,family,-0.141
s_u_002696_02,u_002696,2026-05-04,text,6.85,28,motivation,-0.025
s_u_002696_03,u_002696,2026-05-07,voice,6.58,14,general_checkin,-0.489
s_u_002696_04,u_002696,2026-05-06,text,2.97,9,general_checkin,-0.274
s_u_002697_01,u_002697,2026-04-11,text,2.62,9,sleep,-0.509
s_u_002697_02,u_002697,2026-04-13,text,0.2,3,sleep,-0.37
s_u_002697_03,u_002697,2026-04-13,text,4.03,18,general_checkin,0.032
s_u_002698_01,u_002698,2026-04-20,voice,0.2,2,career,-0.727
s_u_002699_01,u_002699,2026-04-22,text,0.2,4,career,0.175
s_u_002699_02,u_002699,2026-04-29,voice,4.77,11,career,0.226
s_u_002699_03,u_002699,2026-04-22,text,0.57,5,general_checkin,0.075
s_u_002699_04,u_002699,2026-04-27,voice,0.89,4,career,0.29
s_u_002699_05,u_002699,2026-04-28,voice,4.95,5,general_checkin,0.107
s_u_002699_06,u_002699,2026-04-29,text,0.2,3,career,-0.12
s_u_002700_01,u_002700,2026-04-28,voice,12.3,21,general_checkin,-0.229
s_u_002700_02,u_002700,2026-04-28,voice,9.65,16,general_checkin,-0.283
s_u_002700_03,u_002700,2026-05-01,voice,9.95,17,general_checkin,-0.02
s_u_002700_04,u_002700,2026-04-27,voice,7.88,21,general_checkin,-0.027
s_u_002700_05,u_002700,2026-04-30,voice,8.87,23,general_checkin,0.142
s_u_002700_06,u_002700,2026-04-26,text,10.61,45,general_checkin,0.003
s_u_002700_07,u_002700,2026-05-02,voice,8.38,14,general_checkin,-0.153
s_u_002700_08,u_002700,2026-05-02,text,11.6,41,general_checkin,-0.144
s_u_002700_09,u_002700,2026-04-27,voice,11.93,23,general_checkin,-0.159
s_u_002701_01,u_002701,2026-04-10,voice,5.64,9,school_stress,0.165
s_u_002701_02,u_002701,2026-04-09,text,8.26,34,general_checkin,0.219
s_u_002701_03,u_002701,2026-04-07,voice,0.71,5,school_stress,-0.282
s_u_002701_04,u_002701,2026-04-12,voice,6.57,12,general_checkin,0.218
s_u_002701_05,u_002701,2026-04-07,text,7.05,31,school_stress,0.04
s_u_002702_01,u_002702,2026-04-04,voice,9.14,19,career,0.519
s_u_002702_02,u_002702,2026-04-06,voice,6.77,8,career,0.431
s_u_002702_03,u_002702,2026-04-10,text,4.59,15,career,0.631
s_u_002702_04,u_002702,2026-04-07,text,6.54,21,motivation,0.096
s_u_002702_05,u_002702,2026-04-07,text,5.74,20,career,0.575
s_u_002702_06,u_002702,2026-04-03,voice,3.62,9,career,0.426
s_u_002702_07,u_002702,2026-04-10,text,6.71,30,career,0.667
s_u_002702_08,u_002702,2026-04-09,voice,6.94,17,career,0.417
s_u_002703_01,u_002703,2026-04-04,text,0.2,3,career,-0.151
s_u_002703_02,u_002703,2026-04-08,text,3.0,15,career,-0.609
s_u_002703_03,u_002703,2026-04-03,text,0.6,7,career,-0.365
s_u_002704_01,u_002704,2026-04-10,voice,0.97,6,motivation,0.471
s_u_002704_02,u_002704,2026-04-13,text,2.91,7,general_checkin,0.398
s_u_002704_03,u_002704,2026-04-14,voice,0.82,5,motivation,0.25
s_u_002705_01,u_002705,2026-05-03,voice,2.44,10,school_stress,-0.248
s_u_002705_02,u_002705,2026-05-03,voice,3.41,14,school_stress,-0.058
s_u_002705_03,u_002705,2026-05-02,voice,2.13,10,general_checkin,-0.145
s_u_002705_04,u_002705,2026-05-03,text,5.59,28,school_stress,-0.011
s_u_002706_01,u_002706,2026-04-29,voice,0.2,2,relationships,-0.304
s_u_002706_02,u_002706,2026-04-25,voice,0.2,2,relationships,-0.049
s_u_002707_01,u_002707,2026-04-16,voice,3.19,11,school_stress,-0.71
s_u_002708_01,u_002708,2026-04-15,voice,5.9,19,loneliness,-0.51
s_u_002708_02,u_002708,2026-04-20,voice,2.23,7,loneliness,-0.306
s_u_002708_03,u_002708,2026-04-17,text,3.15,8,motivation,-0.554
s_u_002708_04,u_002708,2026-04-19,text,3.31,18,loneliness,-0.836
s_u_002708_05,u_002708,2026-04-16,voice,1.03,5,general_checkin,-0.745
s_u_002709_01,u_002709,2026-05-01,voice,0.3,2,school_stress,-0.375
s_u_002709_02,u_002709,2026-04-27,voice,2.2,10,school_stress,-0.346
s_u_002710_01,u_002710,2026-04-28,voice,3.27,5,motivation,0.848
s_u_002710_02,u_002710,2026-04-26,text,5.66,24,motivation,0.825
s_u_002710_03,u_002710,2026-04-28,voice,4.43,8,motivation,0.794
s_u_002711_01,u_002711,2026-04-07,text,4.03,12,school_stress,0.085
s_u_002711_02,u_002711,2026-04-11,voice,2.18,4,school_stress,0.419
s_u_002711_03,u_002711,2026-04-12,voice,3.04,5,school_stress,-0.198
s_u_002711_04,u_002711,2026-04-12,voice,1.13,5,school_stress,0.272
s_u_002712_01,u_002712,2026-04-12,voice,2.17,7,general_checkin,-0.169
s_u_002712_02,u_002712,2026-04-12,voice,2.26,7,motivation,0.365
s_u_002712_03,u_002712,2026-04-14,voice,2.48,6,general_checkin,0.31
s_u_002712_04,u_002712,2026-04-14,voice,0.2,2,general_checkin,0.188
s_u_002713_01,u_002713,2026-04-30,voice,0.2,2,relationships,0.108
s_u_002714_01,u_002714,2026-04-07,voice,2.83,5,motivation,-0.317
s_u_002714_02,u_002714,2026-04-05,voice,4.87,11,motivation,-0.619
s_u_002715_01,u_002715,2026-04-15,voice,2.25,6,school_stress,-0.215
s_u_002715_02,u_002715,2026-04-12,text,0.2,3,motivation,-0.201
s_u_002715_03,u_002715,2026-04-09,voice,1.71,3,school_stress,-0.18
s_u_002715_04,u_002715,2026-04-15,text,0.2,4,school_stress,-0.566
s_u_002715_05,u_002715,2026-04-09,voice,4.38,12,motivation,-0.317
s_u_002716_01,u_002716,2026-05-02,voice,0.2,2,school_stress,-0.147
s_u_002716_02,u_002716,2026-05-06,voice,0.79,3,motivation,0.034
s_u_002717_01,u_002717,2026-04-10,voice,13.05,30,school_stress,-0.824
s_u_002717_02,u_002717,2026-04-11,voice,7.94,13,general_checkin,-1.0
s_u_002717_03,u_002717,2026-04-09,text,13.69,43,school_stress,-1.0
s_u_002717_04,u_002717,2026-04-14,voice,11.58,26,general_checkin,-0.666
s_u_002718_01,u_002718,2026-04-22,voice,17.59,39,motivation,0.104
s_u_002719_01,u_002719,2026-04-08,voice,5.65,13,motivation,0.531
s_u_002719_02,u_002719,2026-04-07,voice,7.56,19,motivation,0.843
s_u_002719_03,u_002719,2026-04-06,voice,8.23,11,motivation,0.975
s_u_002719_04,u_002719,2026-04-09,voice,4.11,10,motivation,0.858
s_u_002719_05,u_002719,2026-04-11,text,3.37,15,motivation,0.68
s_u_002720_01,u_002720,2026-04-17,text,0.2,4,school_stress,-0.7
s_u_002721_01,u_002721,2026-04-22,voice,8.16,13,sleep,0.158
s_u_002721_02,u_002721,2026-04-28,voice,5.24,15,sleep,0.084
s_u_002721_03,u_002721,2026-04-28,voice,6.48,11,general_checkin,-0.159
s_u_002721_04,u_002721,2026-04-27,voice,4.2,11,sleep,-0.243
s_u_002721_05,u_002721,2026-04-28,text,6.55,29,sleep,0.288
s_u_002721_06,u_002721,2026-04-25,voice,5.5,12,motivation,-0.027
s_u_002721_07,u_002721,2026-04-23,text,2.64,8,general_checkin,-0.153
s_u_002722_01,u_002722,2026-05-01,voice,5.97,8,career,-0.336
s_u_002722_02,u_002722,2026-04-27,text,4.27,20,career,-0.362
s_u_002723_01,u_002723,2026-04-27,voice,3.69,7,motivation,0.45
s_u_002723_02,u_002723,2026-05-03,voice,3.43,5,motivation,0.286
s_u_002723_03,u_002723,2026-05-02,text,6.15,24,motivation,0.861
s_u_002723_04,u_002723,2026-04-29,text,4.74,27,motivation,0.356
s_u_002723_05,u_002723,2026-04-27,voice,4.32,11,motivation,0.702
s_u_002724_01,u_002724,2026-04-14,text,1.85,7,general_checkin,-0.21
s_u_002724_02,u_002724,2026-04-14,voice,0.2,2,general_checkin,-0.136
s_u_002724_03,u_002724,2026-04-12,text,0.2,2,general_checkin,0.277
s_u_002724_04,u_002724,2026-04-16,voice,0.2,2,general_checkin,0.156
s_u_002724_05,u_002724,2026-04-18,voice,0.9,3,general_checkin,0.077
s_u_002724_06,u_002724,2026-04-15,text,4.63,15,motivation,-0.041
s_u_002725_01,u_002725,2026-04-22,voice,1.25,3,career,-0.053
s_u_002725_02,u_002725,2026-04-23,text,0.2,2,career,-0.431
s_u_002725_03,u_002725,2026-04-23,voice,0.66,2,career,-0.461
s_u_002725_04,u_002725,2026-04-19,text,1.95,17,career,-0.509
s_u_002726_01,u_002726,2026-05-06,voice,1.03,3,general_checkin,0.88
s_u_002726_02,u_002726,2026-05-03,text,0.2,2,general_checkin,1.0
s_u_002727_01,u_002727,2026-04-28,voice,1.1,3,relationships,-0.557
s_u_002727_02,u_002727,2026-04-30,text,0.4,2,motivation,-0.619
s_u_002727_03,u_002727,2026-04-28,text,0.2,4,relationships,-0.409
s_u_002727_04,u_002727,2026-04-27,voice,0.2,3,motivation,-0.198
s_u_002727_05,u_002727,2026-04-27,voice,1.95,5,relationships,-0.745
s_u_002728_01,u_002728,2026-04-14,voice,2.54,9,school_stress,-0.451
s_u_002728_02,u_002728,2026-04-16,text,3.41,12,school_stress,-0.383
s_u_002728_03,u_002728,2026-04-16,text,5.18,34,general_checkin,-0.466
s_u_002728_04,u_002728,2026-04-15,voice,2.53,9,school_stress,-0.485
s_u_002728_05,u_002728,2026-04-11,text,3.54,24,school_stress,-0.827
s_u_002728_06,u_002728,2026-04-15,voice,1.58,5,general_checkin,-0.13
s_u_002728_07,u_002728,2026-04-12,voice,4.52,6,school_stress,-0.226
s_u_002729_01,u_002729,2026-04-23,voice,1.59,5,career,-0.368
s_u_002729_02,u_002729,2026-04-25,text,0.86,4,career,-0.424
s_u_002730_01,u_002730,2026-04-24,voice,7.55,15,general_checkin,-0.913
s_u_002730_02,u_002730,2026-04-24,text,2.71,9,general_checkin,-0.452
s_u_002730_03,u_002730,2026-04-24,text,0.2,3,general_checkin,-0.368
s_u_002730_04,u_002730,2026-04-29,voice,2.71,5,general_checkin,-0.778
s_u_002730_05,u_002730,2026-04-29,voice,3.32,11,general_checkin,-0.724
s_u_002730_06,u_002730,2026-04-22,voice,2.5,6,general_checkin,-0.61
s_u_002731_01,u_002731,2026-05-03,text,1.18,4,motivation,0.08
s_u_002731_02,u_002731,2026-05-02,voice,1.98,5,motivation,-0.018
s_u_002732_01,u_002732,2026-04-09,voice,5.63,20,motivation,0.541
s_u_002733_01,u_002733,2026-04-28,text,2.91,16,relationships,-0.597
s_u_002733_02,u_002733,2026-04-25,text,0.2,3,general_checkin,-0.273
s_u_002733_03,u_002733,2026-04-28,voice,0.2,2,general_checkin,-0.231
